titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,gpsLat,gpsLong
"Asporin Restricts Mesenchymal Stromal Cell Differentiation, Alters the Tumor Microenvironment, and Drives Metastatic Progression","Hughes, Robert M., Brian W. Simons, Hamda Khan, Rebecca Miller, Valentina Kugler, Samantha Torquato, Debebe Theodros et al. ""Asporin restricts mesenchymal stromal cell differentiation, alters the tumor microenvironment, and drives metastatic progression."" Cancer research 79, no. 14 (2019): 3636-3650.",23,https://pubmed.ncbi.nlm.nih.gov/31123087/,2019,3,"David Geffen School of Medicine at UCLA, Los Angeles, California",34.06510027,-118.4399101
"In Vitro Cytokine Licensing Induces Persistent Permissive Chromatin at the Indoleamine 2,3-dioxygenase Promoter","Gonzalez, Yazmin I. Rovira, Patrick J. Lynch, Elaine E. Thompson, Brian G. Stultz, and Deborah A. Hursh. ""In vitro cytokine licensing induces persistent permissive chromatin at the Indoleamine 2, 3-dioxygenase promoter."" Cytotherapy 18, no. 9 (2016): 1114-1128.",23,https://pubmed.ncbi.nlm.nih.gov/27421739/,2016,7," US Food and Drug Administration, Silver Spring, Maryland, USA",39.03616504,-76.9804956
Deformability of Human Mesenchymal Stem Cells Is Dependent on Vimentin Intermediate Filaments,"Sharma, Poonam, Zachary T. Bolten, Diane R. Wagner, and Adam H. Hsieh. ""Deformability of human mesenchymal stem cells is dependent on vimentin intermediate filaments."" Annals of biomedical engineering 45, no. 5 (2017): 1365-1374.",22,https://pubmed.ncbi.nlm.nih.gov/28091965/,2017,5,"University of Maryland, College Park, Maryland",38.98755177,-76.94379888
Enhanced Non-viral Gene Delivery by Coordinated Endosomal Release and Inhibition of β-tubulin Deactylase,"Ho, Yoon Khei, Li Han Zhou, Kam C. Tam, and Heng Phon Too. ""Enhanced non-viral gene delivery by coordinated endosomal release and inhibition of β-tubulin deactylase."" Nucleic acids research 45, no. 6 (2017): e38-e38.",22,https://pubmed.ncbi.nlm.nih.gov/27899629/,2017,4,"Agency for Science, Technology and Research (A*STAR), Singapore",1.299173519,103.7863205
Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016,8,"Cornell University , Ithaca",42.45398716,-76.47260151
Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016,8,"University of Massachusetts Amherst , Amherst, Massachusetts",42.38736172,-72.53159649
Tissue Engineering the Human Auricle by Auricular Chondrocyte-mesenchymal Stem Cell Co-implantation,"Cohen, Benjamin P., Jaime L. Bernstein, Kerry A. Morrison, Jason A. Spector, and Lawrence J. Bonassar. ""Tissue engineering the human auricle by auricular chondrocyte-mesenchymal stem cell co-implantation."" PloS one 13, no. 10 (2018): e0202356.",22,https://pubmed.ncbi.nlm.nih.gov/30356228/,2018,10,"Cornell University, Ithaca, New York",42.45373384,-76.47105656
Tissue Engineering the Human Auricle by Auricular Chondrocyte-mesenchymal Stem Cell Co-implantation,"Cohen, Benjamin P., Jaime L. Bernstein, Kerry A. Morrison, Jason A. Spector, and Lawrence J. Bonassar. ""Tissue engineering the human auricle by auricular chondrocyte-mesenchymal stem cell co-implantation."" PloS one 13, no. 10 (2018): e0202356.",22,https://pubmed.ncbi.nlm.nih.gov/30356228/,2018,10,"Weill Cornell Medical College, New York, New York",40.76598739,-73.95386707
Hypoxic Expansion of Human Mesenchymal Stem Cells Enhances Three-Dimensional Maturation of Tissue-Engineered Intervertebral Discs,"Hudson, Katherine D., and Lawrence J. Bonassar. ""Hypoxic expansion of human mesenchymal stem cells enhances three-dimensional maturation of tissue-engineered intervertebral discs."" Tissue Engineering Part A 23, no. 7-8 (2017): 293-300.",21,https://pubmed.ncbi.nlm.nih.gov/27903131/,2017,4,"Cornell University , Ithaca, New York",42.45373384,-76.47170029
Recent advances in three-dimensional bioprinting of stem cells,"Eswaramoorthy, Sindhuja D., Seeram Ramakrishna, and Subha N. Rath. ""Recent advances in three‐dimensional bioprinting of stem cells."" Journal of tissue engineering and regenerative medicine 13, no. 6 (2019): 908-924.",21,https://pubmed.ncbi.nlm.nih.gov/30866145/,2019,6,"Indian Institute of Technology Hyderabad (IITH), Sangareddy, Telangana, India",17.59523431,78.12505708
Recent advances in three-dimensional bioprinting of stem cells,"Eswaramoorthy, Sindhuja D., Seeram Ramakrishna, and Subha N. Rath. ""Recent advances in three‐dimensional bioprinting of stem cells."" Journal of tissue engineering and regenerative medicine 13, no. 6 (2019): 908-924.",21,https://pubmed.ncbi.nlm.nih.gov/30866145/,2019,6,"NUS Nanoscience & Nanotechnology Initiative, Singapore",1.300071554,103.7755553
Tubulogenesis of Co-cultured Human iPS-derived Endothelial Cells and Human Mesenchymal Stem Cells in Fibrin and Gelatin Methacrylate Gels,"Calderon, G. A., P. Thai, C. W. Hsu, B. Grigoryan, S. M. Gibson, M. E. Dickinson, and J. S. Miller. ""Tubulogenesis of co-cultured human iPS-derived endothelial cells and human mesenchymal stem cells in fibrin and gelatin methacrylate gels."" Biomaterials science 5, no. 8 (2017): 1652-1660.",21,https://pubmed.ncbi.nlm.nih.gov/28661522/,2017,7,Rice University,29.71828832,-95.401445
Diminished Canonical β-Catenin Signaling During Osteoblast Differentiation Contributes to Osteopenia in Progeria,"Choi, Ji Young, Jim K. Lai, Zheng‐Mei Xiong, Margaret Ren, Megan C. Moorer, Joseph P. Stains, and Kan Cao. ""Diminished canonical β‐catenin signaling during osteoblast differentiation contributes to osteopenia in progeria."" Journal of Bone and Mineral Research 33, no. 11 (2018): 2059-2070.",20,https://pubmed.ncbi.nlm.nih.gov/30001457/,2018,11,"University of Maryland, College Park, Maryland",38.98778527,-76.94491468
Coating Biopolymer Nanofibers with Carbon Nanotubes Accelerates Tissue Healing & Bone Regeneration through Orchestrated Cell- & Tissue-Regulatory Responses,"Patel, Kapil D., Tae-Hyun Kim, Nandin Mandakhbayar, Rajendra K. Singh, Jun-Hyeog Jang, Jung-Hwan Lee, and Hae-Won Kim. ""Coating biopolymer nanofibers with carbon nanotubes accelerates tissue healing and bone regeneration through orchestrated cell-and tissue-regulatory responses."" Acta biomaterialia 108 (2020): 97-110.",19,https://pubmed.ncbi.nlm.nih.gov/32165193/,2020,5,"Dankook University, Cheonan",36.83661164,127.1698042
3D Bioprinting of Carbohydrazide-Modified Gelatin into Microparticle-Suspended Oxidized Alginate for the Fabrication of Complex-Shaped Tissue Constructs,"Heo, Dong Nyoung, Mecit Altan Alioglu, Yang Wu, Veli Ozbolat, Bugra Ayan, Madhuri Dey, Youngnam Kang, and Ibrahim T. Ozbolat. ""3D bioprinting of carbohydrazide-modified gelatin into microparticle-suspended oxidized alginate for the fabrication of complex-shaped tissue constructs."" ACS applied materials & interfaces 12, no. 18 (2020): 20295-20306.",18,https://pubmed.ncbi.nlm.nih.gov/32274920/,2020,5,"The Pennsylvania State University, University Park, State College, Pennsylvania",40.80112023,-77.8762293
3D Bioprinting of Carbohydrazide-Modified Gelatin into Microparticle-Suspended Oxidized Alginate for the Fabrication of Complex-Shaped Tissue Constructs,"Heo, Dong Nyoung, Mecit Altan Alioglu, Yang Wu, Veli Ozbolat, Bugra Ayan, Madhuri Dey, Youngnam Kang, and Ibrahim T. Ozbolat. ""3D bioprinting of carbohydrazide-modified gelatin into microparticle-suspended oxidized alginate for the fabrication of complex-shaped tissue constructs."" ACS applied materials & interfaces 12, no. 18 (2020): 20295-20306.",18,https://pubmed.ncbi.nlm.nih.gov/32274920/,2020,5,"School of Dentistry, Kyung Hee University, Seoul",37.59630771,127.0657188
3D Bioprinting of Carbohydrazide-Modified Gelatin into Microparticle-Suspended Oxidized Alginate for the Fabrication of Complex-Shaped Tissue Constructs,"Heo, Dong Nyoung, Mecit Altan Alioglu, Yang Wu, Veli Ozbolat, Bugra Ayan, Madhuri Dey, Youngnam Kang, and Ibrahim T. Ozbolat. ""3D bioprinting of carbohydrazide-modified gelatin into microparticle-suspended oxidized alginate for the fabrication of complex-shaped tissue constructs."" ACS applied materials & interfaces 12, no. 18 (2020): 20295-20306.",18,https://pubmed.ncbi.nlm.nih.gov/32274920/,2020,5,"Harbin Institute of Technology, Shenzhen 518055, China",22.58697874,113.9710288
3D Bioprinting of Carbohydrazide-Modified Gelatin into Microparticle-Suspended Oxidized Alginate for the Fabrication of Complex-Shaped Tissue Constructs,"Heo, Dong Nyoung, Mecit Altan Alioglu, Yang Wu, Veli Ozbolat, Bugra Ayan, Madhuri Dey, Youngnam Kang, and Ibrahim T. Ozbolat. ""3D bioprinting of carbohydrazide-modified gelatin into microparticle-suspended oxidized alginate for the fabrication of complex-shaped tissue constructs."" ACS applied materials & interfaces 12, no. 18 (2020): 20295-20306.",18,https://pubmed.ncbi.nlm.nih.gov/32274920/,2020,5,"Ceyhan Engineering Faculty, Cukurova University, Adana 01950, Turkey",37.00853107,35.81678149
Pectin-GPTMS-Based Biomaterial: Toward a Sustainable Bioprinting of 3D Scaffolds for Tissue Engineering Application,"Lapomarda, Anna, Aurora De Acutis, Irene Chiesa, Gabriele M. Fortunato, Francesca Montemurro, Carmelo De Maria, Monica Mattioli Belmonte, Riccardo Gottardi, and Giovanni Vozzi. ""Pectin-GPTMS-based biomaterial: Toward a sustainable bioprinting of 3D scaffolds for tissue engineering application."" Biomacromolecules 21, no. 2 (2019): 319-327.",18,https://pubmed.ncbi.nlm.nih.gov/31808680/,2020,2,"University of Pisa , Pisa , Italy",43.71752962,10.40169168
Pectin-GPTMS-Based Biomaterial: Toward a Sustainable Bioprinting of 3D Scaffolds for Tissue Engineering Application,"Lapomarda, Anna, Aurora De Acutis, Irene Chiesa, Gabriele M. Fortunato, Francesca Montemurro, Carmelo De Maria, Monica Mattioli Belmonte, Riccardo Gottardi, and Giovanni Vozzi. ""Pectin-GPTMS-based biomaterial: Toward a sustainable bioprinting of 3D scaffolds for tissue engineering application."" Biomacromolecules 21, no. 2 (2019): 319-327.",18,https://pubmed.ncbi.nlm.nih.gov/31808680/,2020,2,"The Children's Hospital of Philadelphia , Philadelphia , Pennsylvania , United States",39.94789768,-75.1910768
Pectin-GPTMS-Based Biomaterial: Toward a Sustainable Bioprinting of 3D Scaffolds for Tissue Engineering Application,"Lapomarda, Anna, Aurora De Acutis, Irene Chiesa, Gabriele M. Fortunato, Francesca Montemurro, Carmelo De Maria, Monica Mattioli Belmonte, Riccardo Gottardi, and Giovanni Vozzi. ""Pectin-GPTMS-based biomaterial: Toward a sustainable bioprinting of 3D scaffolds for tissue engineering application."" Biomacromolecules 21, no. 2 (2019): 319-327.",18,https://pubmed.ncbi.nlm.nih.gov/31808680/,2020,2,"Università Politecnica delle Marche , Ancona , Italy",43.6233385,13.52280872
Pectin-GPTMS-Based Biomaterial: Toward a Sustainable Bioprinting of 3D Scaffolds for Tissue Engineering Application,"Lapomarda, Anna, Aurora De Acutis, Irene Chiesa, Gabriele M. Fortunato, Francesca Montemurro, Carmelo De Maria, Monica Mattioli Belmonte, Riccardo Gottardi, and Giovanni Vozzi. ""Pectin-GPTMS-based biomaterial: Toward a sustainable bioprinting of 3D scaffolds for tissue engineering application."" Biomacromolecules 21, no. 2 (2019): 319-327.",18,https://pubmed.ncbi.nlm.nih.gov/31808680/,2020,2,"Fondazione Ri.MED , Palermo , Italy",38.11942005,13.36504682
Defining Hydrogel Properties to Instruct Lineage- and Cell-specific Mesenchymal Differentiation,"Hung, Ben P., Jenna N. Harvestine, Augustine M. Saiz, Tomas Gonzalez-Fernandez, David E. Sahar, Mark L. Weiss, and J. Kent Leach. ""Defining hydrogel properties to instruct lineage-and cell-specific mesenchymal differentiation."" Biomaterials 189 (2019): 1-10.",17,https://www.sciencedirect.com/science/article/abs/pii/S0142961218307385,2019,1,"University of California, Davis, Davis, CA",38.53866826,-121.7601247
Defining Hydrogel Properties to Instruct Lineage- and Cell-specific Mesenchymal Differentiation,"Hung, Ben P., Jenna N. Harvestine, Augustine M. Saiz, Tomas Gonzalez-Fernandez, David E. Sahar, Mark L. Weiss, and J. Kent Leach. ""Defining hydrogel properties to instruct lineage-and cell-specific mesenchymal differentiation."" Biomaterials 189 (2019): 1-10.",17,https://www.sciencedirect.com/science/article/abs/pii/S0142961218307385,2019,1,"Kansas State University, Manhattan, KS",39.19794225,-96.58227876
Process-Structure-Quality Relationships of Three-Dimensional Printed Poly(caprolactone)-Hydroxyapatite Scaffolds,"Gerdes, Sam, Azadeh Mostafavi, Srikanthan Ramesh, Adnan Memic, Iris V. Rivero, Prahalada Rao, and Ali Tamayol. ""Process–structure–quality relationships of three-dimensional printed poly (caprolactone)-hydroxyapatite Scaffolds."" Tissue Engineering Part A 26, no. 5-6 (2020): 279-291.",17,https://pubmed.ncbi.nlm.nih.gov/31964254/,2020,3,"University of Nebraska-Lincoln, Lincoln, Nebraska",40.82061847,-96.6989743
Process-Structure-Quality Relationships of Three-Dimensional Printed Poly(caprolactone)-Hydroxyapatite Scaffolds,"Gerdes, Sam, Azadeh Mostafavi, Srikanthan Ramesh, Adnan Memic, Iris V. Rivero, Prahalada Rao, and Ali Tamayol. ""Process–structure–quality relationships of three-dimensional printed poly (caprolactone)-hydroxyapatite Scaffolds."" Tissue Engineering Part A 26, no. 5-6 (2020): 279-291.",17,https://pubmed.ncbi.nlm.nih.gov/31964254/,2020,3,"Rochester Institute of Technology, Rochester, New York",43.08512203,-77.67411574
Process-Structure-Quality Relationships of Three-Dimensional Printed Poly(caprolactone)-Hydroxyapatite Scaffolds,"Gerdes, Sam, Azadeh Mostafavi, Srikanthan Ramesh, Adnan Memic, Iris V. Rivero, Prahalada Rao, and Ali Tamayol. ""Process–structure–quality relationships of three-dimensional printed poly (caprolactone)-hydroxyapatite Scaffolds."" Tissue Engineering Part A 26, no. 5-6 (2020): 279-291.",17,https://pubmed.ncbi.nlm.nih.gov/31964254/,2020,3,"University of Connecticut, Farmington, Connecticut",41.73208952,-72.79751035
Process-Structure-Quality Relationships of Three-Dimensional Printed Poly(caprolactone)-Hydroxyapatite Scaffolds,"Gerdes, Sam, Azadeh Mostafavi, Srikanthan Ramesh, Adnan Memic, Iris V. Rivero, Prahalada Rao, and Ali Tamayol. ""Process–structure–quality relationships of three-dimensional printed poly (caprolactone)-hydroxyapatite Scaffolds."" Tissue Engineering Part A 26, no. 5-6 (2020): 279-291.",17,https://pubmed.ncbi.nlm.nih.gov/31964254/,2020,3,"King Abdulaziz University, Jeddah, Saudi Arabia",21.49362665,39.24107845
Rapid Selection of Mesenchymal Stem and Progenitor Cells in Primary Prostate Stromal Cultures,"Brennen, W. Nathaniel, L. Nelleke Kisteman, and John T. Isaacs. ""Rapid selection of mesenchymal stem and progenitor cells in primary prostate stromal cultures."" The Prostate 76, no. 6 (2016): 552-564.",17,https://pubmed.ncbi.nlm.nih.gov/26732992/,2016,1,"Johns Hopkins University School of Medicine, Baltimore, Maryland",39.29991318,-76.59166332
A Liposome/Gelatin Methacrylate Nanocomposite Hydrogel System for Delivery of Stromal Cell-Derived Factor-1α and Stimulation of Cell Migration,"Justine, R. Yu, Miriam Janssen, Barry J. Liang, Huang-Chiao Huang, and John P. Fisher. ""A liposome/gelatin methacrylate nanocomposite hydrogel system for delivery of stromal cell-derived factor-1α and stimulation of cell migration."" Acta biomaterialia 108 (2020): 67-76.",16,https://pubmed.ncbi.nlm.nih.gov/32194261/,2020,5,"University of Maryland School of Medicine, Baltimore, MD",39.28922579,-76.624213
Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018,10,"Worcester Polytechnic Institute , Worcester, Massachusetts",42.27484099,-71.80654927
Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018,10,"The Gladstone Institute of Cardiovascular Disease , San Francisco, California.",37.76856177,-122.3929971
Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018,10,"Binghamton University , Binghamton, New York.",42.08987433,-75.96845857
Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018,10,"Informazione e Bioingegneria, Politecnico di Milano , Milan, Italy",45.4792412,9.234695381
Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018,10,"Case Western Reserve University , Cleveland, Ohio",41.50488734,-81.60482186
GMP-compatible and xeno-free cultivation of mesenchymal progenitors derived from human induced pluripotent stem cells,"McGrath, Madison, Edmund Tam, Martina Sladkova, Athbah AlManaie, Matthew Zimmer, and Giuseppe Maria de Peppo. ""GMP-compatible and xeno-free cultivation of mesenchymal progenitors derived from human-induced pluripotent stem cells."" Stem cell research & therapy 10, no. 1 (2019): 1-13.",16,https://pubmed.ncbi.nlm.nih.gov/30635059/,2019,1,"The New York Stem Cell Foundation Research Institute, New York, NY",40.76983909,-73.99156744
Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016,9,"The Ohio State University , Columbus, Ohio",40.00713218,-83.02835178
Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016,9,"Case Western Reserve University , Cleveland",41.50459809,-81.60563725
Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate,"Brennen, W. Nathaniel, Baohui Zhang, Ibrahim Kulac, L. Nelleke Kisteman, Lizamma Antony, Hao Wang, Alan K. Meeker et al. ""Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate."" Oncotarget 8, no. 29 (2017): 46710.",16,https://pubmed.ncbi.nlm.nih.gov/28493842/,2017,7,"Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD",39.3033014,-76.57978929
Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate,"Brennen, W. Nathaniel, Baohui Zhang, Ibrahim Kulac, L. Nelleke Kisteman, Lizamma Antony, Hao Wang, Alan K. Meeker et al. ""Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate."" Oncotarget 8, no. 29 (2017): 46710.",16,https://pubmed.ncbi.nlm.nih.gov/28493842/,2017,7,"David Geffen School of Medicine at UCLA, Los Angeles, CA",34.06488696,-118.4399101
Pulsed Electromagnetic Fields Potentiate the Paracrine Function of Mesenchymal Stem Cells for Cartilage Regeneration,"Parate, Dinesh, Nurul Dinah Kadir, Cenk Celik, Eng Hin Lee, James HP Hui, Alfredo Franco-Obregón, and Zheng Yang. ""Pulsed electromagnetic fields potentiate the paracrine function of mesenchymal stem cells for cartilage regeneration."" Stem cell research & therapy 11, no. 1 (2020): 1-16.",16,https://pubmed.ncbi.nlm.nih.gov/32014064/,2020,2,"National University of Singapore, Singapore",1.296835669,103.7766192
A Biocompatible Thermoset Polymer Binder for Direct Ink Writing of Porous Titanium Scaffolds for Bone Tissue Engineering,"Chen, Yunhui, Pingping Han, Luigi-Jules Vandi, Ali Dehghan-Manshadi, Jarrad Humphry, Damon Kent, Ilaria Stefani et al. ""A biocompatible thermoset polymer binder for Direct Ink Writing of porous titanium scaffolds for bone tissue engineering."" Materials Science and Engineering: C 95 (2019): 160-165.",15,https://www.sciencedirect.com/science/article/abs/pii/S0928493117348981,2019,2,"The University of Queensland, St. Lucia 4072, Australia",-27.49662698,153.0158791
A Biocompatible Thermoset Polymer Binder for Direct Ink Writing of Porous Titanium Scaffolds for Bone Tissue Engineering,"Chen, Yunhui, Pingping Han, Luigi-Jules Vandi, Ali Dehghan-Manshadi, Jarrad Humphry, Damon Kent, Ilaria Stefani et al. ""A biocompatible thermoset polymer binder for Direct Ink Writing of porous titanium scaffolds for bone tissue engineering."" Materials Science and Engineering: C 95 (2019): 160-165.",15,https://www.sciencedirect.com/science/article/abs/pii/S0928493117348981,2019,2,"University College London, Torrington Place, London",51.52232862,-0.1336618061
A Biocompatible Thermoset Polymer Binder for Direct Ink Writing of Porous Titanium Scaffolds for Bone Tissue Engineering,"Chen, Yunhui, Pingping Han, Luigi-Jules Vandi, Ali Dehghan-Manshadi, Jarrad Humphry, Damon Kent, Ilaria Stefani et al. ""A biocompatible thermoset polymer binder for Direct Ink Writing of porous titanium scaffolds for bone tissue engineering."" Materials Science and Engineering: C 95 (2019): 160-165.",15,https://www.sciencedirect.com/science/article/abs/pii/S0928493117348981,2019,2,"Rutherford Appleton Laboratory, Didcot,",51.57421353,-1.313486545
"A Fluidic Culture Platform for Spatially Patterned Cell Growth, Differentiation, and Cocultures","Lembong, Josephine, Max J. Lerman, Tami J. Kingsbury, Curt I. Civin, and John P. Fisher. ""A fluidic culture platform for spatially patterned cell growth, differentiation, and cocultures."" Tissue Engineering Part A 24, no. 23-24 (2018): 1715-1732.",15,https://pubmed.ncbi.nlm.nih.gov/29845891/,2018,12,"University of Maryland, College Park, Maryland",38.98778527,-76.94491468
"A Fluidic Culture Platform for Spatially Patterned Cell Growth, Differentiation, and Cocultures","Lembong, Josephine, Max J. Lerman, Tami J. Kingsbury, Curt I. Civin, and John P. Fisher. ""A fluidic culture platform for spatially patterned cell growth, differentiation, and cocultures."" Tissue Engineering Part A 24, no. 23-24 (2018): 1715-1732.",15,https://pubmed.ncbi.nlm.nih.gov/29845891/,2018,12,"National Institute of Standards and Technology, Gaithersburg, Maryland",39.14052901,-77.21716717
Identification of Predictive Gene Markers for Multipotent Stromal Cell Proliferation,"Bellayr, Ian H., Ross A. Marklein, Jessica L. Lo Surdo, Steven R. Bauer, and Raj K. Puri. ""Identification of predictive gene markers for multipotent stromal cell proliferation."" Stem cells and development 25, no. 11 (2016): 861-873.",15,https://pubmed.ncbi.nlm.nih.gov/27036644/,2016,6,"US Food and Drug Administration, Silver Spring, Maryland",39.03616504,-76.9804956
Physical confinement alters cytoskeletal contributions towards human mesenchymal stem cell migration,"Doolin, Mary T., and Kimberly M. Stroka. ""P hysical confinement alters cytoskeletal contributions towards human mesenchymal stem cell migration."" Cytoskeleton 75, no. 3 (2018): 103-117.",15,https://pubmed.ncbi.nlm.nih.gov/29316327/,2018,3,"University of Maryland, College Park, Maryland",38.98735162,-76.94397054
Deciphering the Role of Substrate Stiffness in Enhancing the Internalization Efficiency of Plasmid DNA in Stem Cells Using Lipid-based Nanocarriers,"Modaresi, Saman, Settimio Pacelli, Jonathan Whitlow, and Arghya Paul. ""Deciphering the role of substrate stiffness in enhancing the internalization efficiency of plasmid DNA in stem cells using lipid-based nanocarriers."" Nanoscale 10, no. 19 (2018): 8947-8952.",14,https://pubmed.ncbi.nlm.nih.gov/29693099/,2018,5,"University of Kansas, Lawrence, KS",38.95464393,-95.25716943
Development of microRNA-146a enriched stem cell secretome for wound healing applications,"Waters, Renae, Siddharth Subham, Settimio Pacelli, Saman Modaresi, Aparna R. Chakravarti, and Arghya Paul. ""Development of MicroRNA-146a-enriched stem cell secretome for wound-healing applications."" Molecular pharmaceutics 16, no. 10 (2019): 4302-4312.",14,https://pubmed.ncbi.nlm.nih.gov/31398053/,2019,10,"University of Kansas , Lawrence , Kansas",38.95501103,-95.25579614
Further Observations on the Behavioral and Neural Effects of Bone Marrow Stromal Cells in Rodent Pain Models,"Guo, Wei, Yu-Xia Chu, Satoshi Imai, Jia-Le Yang, Shiping Zou, Zaid Mohammad, Feng Wei, Ronald Dubner, and Ke Ren. ""Further observations on the behavioral and neural effects of bone marrow stromal cells in rodent pain models."" Molecular pain 12 (2016): 1744806916658043.",14,https://pubmed.ncbi.nlm.nih.gov/27329776/,2016,6,University of Maryland School of Denstistry,39.28993552,-76.62227427
Material Viscoelastic Properties Modulate the Mesenchymal Stem Cell Secretome for Applications in Hematopoietic Recovery,"Liu, Frances D., Novalia Pishesha, Zhiyong Poon, Tanwi Kaushik, and Krystyn J. Van Vliet. ""Material viscoelastic properties modulate the mesenchymal stem cell secretome for applications in hematopoietic recovery."" ACS Biomaterials Science & Engineering 3, no. 12 (2017): 3292-3306.",14,https://pubs.acs.org/doi/abs/10.1021/acsbiomaterials.7b00644,2017,10,"Massachusetts Institute of Technology, Cambridge, Massachusetts",42.36034436,-71.09145637
Material Viscoelastic Properties Modulate the Mesenchymal Stem Cell Secretome for Applications in Hematopoietic Recovery,"Liu, Frances D., Novalia Pishesha, Zhiyong Poon, Tanwi Kaushik, and Krystyn J. Van Vliet. ""Material viscoelastic properties modulate the mesenchymal stem cell secretome for applications in hematopoietic recovery."" ACS Biomaterials Science & Engineering 3, no. 12 (2017): 3292-3306.",14,https://pubs.acs.org/doi/abs/10.1021/acsbiomaterials.7b00644,2017,10,"Singapore−MIT Alliance for Research and Technology, CREATE, Singapore",1.29921855,103.77422
