,count,titlePaper,citationChicago,citations,link,publishedYear,publishedMonth,locationStudy,"gpsLat, gpsLong",gpsLat,gpsLong,monthsLapsed,radius,red,green,blue
96,62,Collagen Type Ii Enhances Chondrogenic Differentiation in Agarose-based Modular Microtissues,"Annamalai, Ramkumar Tiruvannamalai, David R. Mertz, Ethan LH Daley, and Jan P. Stegemann. ""Collagen Type II enhances chondrogenic differentiation in agarose-based modular microtissues."" Cytotherapy 18, no. 2 (2016): 263-277.",35.0,https://pubmed.ncbi.nlm.nih.gov/26794716/,2016.0,2.0,"University of Michigan, Ann Arbor, Michigan","42.27845604937487, -83.73680792732043",42.27845605,-83.73680793,67,96.34328358208955,0.021,0.021,0.021
361,182,Dynamic Bioreactor Culture of High Volume Engineered Bone Tissue,"Nguyen, Bao-Ngoc B., Henry Ko, Rebecca A. Moriarty, Julie M. Etheridge, and John P. Fisher. ""Dynamic bioreactor culture of high volume engineered bone tissue."" Tissue Engineering Part A 22, no. 3-4 (2016): 263-271.",35.0,https://pubmed.ncbi.nlm.nih.gov/26653703/,2016.0,2.0,"University of Maryland, College Park, Maryland","38.98755176704997, -76.94379888012814",38.98755177,-76.94379888,67,96.34328358208955,0.0,0.0,0.0
101,67,Enhancement of mesenchymal stem cell chondrogenesis with short-term low intensity pulsed electromagnetic fields,"Parate, Dinesh, Alfredo Franco-Obregón, Jürg Fröhlich, Christian Beyer, Azlina A. Abbas, Tunku Kamarul, James HP Hui, and Zheng Yang. ""Enhancement of mesenchymal stem cell chondrogenesis with short-term low intensity pulsed electromagnetic fields."" Scientific reports 7, no. 1 (2017): 1-13.",33.0,https://pubmed.ncbi.nlm.nih.gov/28842627/,2017.0,8.0,National University of Singapore,"1.2971145327224607, 103.77922626726141",1.297114533,103.7792263,49,60.51020408163265,0.8532,0.8532,0.8532
103,67,Enhancement of mesenchymal stem cell chondrogenesis with short-term low intensity pulsed electromagnetic fields,"Parate, Dinesh, Alfredo Franco-Obregón, Jürg Fröhlich, Christian Beyer, Azlina A. Abbas, Tunku Kamarul, James HP Hui, and Zheng Yang. ""Enhancement of mesenchymal stem cell chondrogenesis with short-term low intensity pulsed electromagnetic fields."" Scientific reports 7, no. 1 (2017): 1-13.",33.0,https://pubmed.ncbi.nlm.nih.gov/28842627/,2017.0,8.0," University of Malaya, Malaysia","3.121847300495089, 101.65577254513013",3.1218473,101.6557725,49,60.51020408163265,0.9172,0.9172,0.9172
102,67,Enhancement of mesenchymal stem cell chondrogenesis with short-term low intensity pulsed electromagnetic fields,"Parate, Dinesh, Alfredo Franco-Obregón, Jürg Fröhlich, Christian Beyer, Azlina A. Abbas, Tunku Kamarul, James HP Hui, and Zheng Yang. ""Enhancement of mesenchymal stem cell chondrogenesis with short-term low intensity pulsed electromagnetic fields."" Scientific reports 7, no. 1 (2017): 1-13.",33.0,https://pubmed.ncbi.nlm.nih.gov/28842627/,2017.0,8.0,"Swiss Federal Institute of Technology (ETH),  Zurich, Switzerland","47.37711509622188, 8.549087090845992",47.3771151,8.549087091,49,60.51020408163265,0.9632,0.9632,0.9632
293,145,Fabrication of a Double-Cross-Linked Interpenetrating Polymeric Network (IPN) Hydrogel Surface Modified with Polydopamine to Modulate the Osteogenic Differentiation of Adipose-Derived Stem Cells,"Pacelli, Settimio, Kyle Rampetsreiter, Saman Modaresi, Siddharth Subham, Aparna R. Chakravarti, Stefan Lohfeld, Michael S. Detamore, and Arghya Paul. ""Fabrication of a double-cross-linked interpenetrating polymeric network (IPN) hydrogel surface modified with polydopamine to modulate the osteogenic differentiation of adipose-derived stem cells."" ACS applied materials & interfaces 10, no. 30 (2018): 24955-24962.",32.0,https://pubmed.ncbi.nlm.nih.gov/29969894/,2018.0,8.0,"University of Oklahoma , Norman , Oklahoma","35.206349136807404, -97.44262383243763",35.20634914,-97.44262383,37,22.83783783783784,0.123,0.123,0.123
292,145,Fabrication of a Double-Cross-Linked Interpenetrating Polymeric Network (IPN) Hydrogel Surface Modified with Polydopamine to Modulate the Osteogenic Differentiation of Adipose-Derived Stem Cells,"Pacelli, Settimio, Kyle Rampetsreiter, Saman Modaresi, Siddharth Subham, Aparna R. Chakravarti, Stefan Lohfeld, Michael S. Detamore, and Arghya Paul. ""Fabrication of a double-cross-linked interpenetrating polymeric network (IPN) hydrogel surface modified with polydopamine to modulate the osteogenic differentiation of adipose-derived stem cells."" ACS applied materials & interfaces 10, no. 30 (2018): 24955-24962.",32.0,https://pubmed.ncbi.nlm.nih.gov/29969894/,2018.0,8.0,"National University of Ireland , Galway","53.279616455006646, -9.064226317007344",53.27961646,-9.064226317,37,22.83783783783784,0.024,0.024,0.024
291,145,Fabrication of a Double-Cross-Linked Interpenetrating Polymeric Network (IPN) Hydrogel Surface Modified with Polydopamine to Modulate the Osteogenic Differentiation of Adipose-Derived Stem Cells,"Pacelli, Settimio, Kyle Rampetsreiter, Saman Modaresi, Siddharth Subham, Aparna R. Chakravarti, Stefan Lohfeld, Michael S. Detamore, and Arghya Paul. ""Fabrication of a double-cross-linked interpenetrating polymeric network (IPN) hydrogel surface modified with polydopamine to modulate the osteogenic differentiation of adipose-derived stem cells."" ACS applied materials & interfaces 10, no. 30 (2018): 24955-24962.",32.0,https://pubmed.ncbi.nlm.nih.gov/29969894/,2018.0,8.0,"University of Kansas , Lawrence , Kansas","38.95467730376652, -95.25777024094609",38.9546773,-95.25777024,37,22.83783783783784,0.027,0.027,0.027
351,174,Cell-type specific expression of oncogenic and tumor suppressive microRNAs in the human prostate and prostate cancer,"Kumar, Binod, Avi Z. Rosenberg, Su Mi Choi, Karen Fox-Talbot, Angelo M. De Marzo, Larisa Nonn, W. Nathaniel Brennen, Luigi Marchionni, Marc K. Halushka, and Shawn E. Lupold. ""Cell-type specific expression of oncogenic and tumor suppressive microRNAs in the human prostate and prostate cancer."" Scientific reports 8, no. 1 (2018): 1-13.",30.0,https://pubmed.ncbi.nlm.nih.gov/29739972/,2018.0,5.0,"University of Illinois, Chicago, IL","41.88187326648898, -87.60333436779815",41.88187327,-87.60333437,40,32.125,0.0,0.0,0.0
350,174,Cell-type specific expression of oncogenic and tumor suppressive microRNAs in the human prostate and prostate cancer,"Kumar, Binod, Avi Z. Rosenberg, Su Mi Choi, Karen Fox-Talbot, Angelo M. De Marzo, Larisa Nonn, W. Nathaniel Brennen, Luigi Marchionni, Marc K. Halushka, and Shawn E. Lupold. ""Cell-type specific expression of oncogenic and tumor suppressive microRNAs in the human prostate and prostate cancer."" Scientific reports 8, no. 1 (2018): 1-13.",30.0,https://pubmed.ncbi.nlm.nih.gov/29739972/,2018.0,5.0,"Johns Hopkins School of Medicine, Baltimore, MD","39.29978034133384, -76.58801551741551",39.29978034,-76.58801552,40,32.125,0.033,0.033,0.033
355,178,Microfluidic label-free selection of mesenchymal stem cell subpopulation during culture expansion extends the chondrogenic potential in vitro,"Yin, Lu, Yingnan Wu, Zheng Yang, Ching Ann Tee, Vinitha Denslin, Zhangxing Lai, Chwee Teck Lim, Eng Hin Lee, and Jongyoon Han. ""Microfluidic label-free selection of mesenchymal stem cell subpopulation during culture expansion extends the chondrogenic potential in vitro."" Lab on a Chip 18, no. 6 (2018): 878-889.",28.0,https://pubmed.ncbi.nlm.nih.gov/29459915/,2018.0,3.0,"Agency for Science, Technology and Research (A*STAR), Singapore","1.2991735192438922, 103.7863205173413",1.299173519,103.7863205,42,36.07142857142857,0.9472,0.9472,0.9472
310,156,IFN-γ and TNF-α Pre-licensing Protects Mesenchymal Stromal Cells from the Pro-inflammatory Effects of Palmitate,"Boland, Lauren, Anthony J. Burand, Alex J. Brown, Devlin Boyt, Vitor A. Lira, and James A. Ankrum. ""IFN-γ and TNF-α pre-licensing protects mesenchymal stromal cells from the pro-inflammatory effects of palmitate."" Molecular Therapy 26, no. 3 (2018): 860-873.",28.0,https://pubmed.ncbi.nlm.nih.gov/29352647/,2017.0,12.0,"University of Iowa, Iowa City, IA","41.66312425862814, -91.5561787634356",41.66312426,-91.55617876,45,43.66666666666667,0.9612,0.9612,0.9612
98,64,3D Printed Vascular Networks Enhance Viability in High-Volume Perfusion Bioreactor,"Ball, Owen, Bao-Ngoc B. Nguyen, Jesse K. Placone, and John P. Fisher. ""3D printed vascular networks enhance viability in high-volume perfusion bioreactor."" Annals of biomedical engineering 44, no. 12 (2016): 3435-3445.",26.0,https://pubmed.ncbi.nlm.nih.gov/27272210/,2016.0,12.0,"University of Maryland, College Park, MD","38.98758512279344, -76.9438847109073",38.98758512,-76.94388471,57,61.84210526315789,0.045,0.045,0.045
128,83,Aggregation of culture expanded human mesenchymal stem cells in microcarrier-based bioreactor,"Yuan, Xuegang, Ang-Chen Tsai, Iain Farrance, Jon A. Rowley, and Teng Ma. ""Aggregation of culture expanded human mesenchymal stem cells in microcarrier-based bioreactor."" Biochemical engineering journal 131 (2018): 39-46.",24.0,https://pubmed.ncbi.nlm.nih.gov/29736144/,2018.0,3.0,Florida State University,"30.44211424930763, -84.29806874332263",30.44211425,-84.29806874,42,31.785714285714285,0.8832,0.8832,0.8832
77,48,"In Vitro Cytokine Licensing Induces Persistent Permissive Chromatin at the Indoleamine 2,3-dioxygenase Promoter","Gonzalez, Yazmin I. Rovira, Patrick J. Lynch, Elaine E. Thompson, Brian G. Stultz, and Deborah A. Hursh. ""In vitro cytokine licensing induces persistent permissive chromatin at the Indoleamine 2, 3-dioxygenase promoter."" Cytotherapy 18, no. 9 (2016): 1114-1128.",23.0,https://pubmed.ncbi.nlm.nih.gov/27421739/,2016.0,7.0," US Food and Drug Administration, Silver Spring, Maryland, USA","39.03616503850735, -76.98049559939903",39.03616504,-76.9804956,62,61.12903225806451,0.9752,0.9752,0.9752
357,180,Enhanced Non-viral Gene Delivery by Coordinated Endosomal Release and Inhibition of β-tubulin Deactylase,"Ho, Yoon Khei, Li Han Zhou, Kam C. Tam, and Heng Phon Too. ""Enhanced non-viral gene delivery by coordinated endosomal release and inhibition of β-tubulin deactylase."" Nucleic acids research 45, no. 6 (2017): e38-e38.",22.0,https://pubmed.ncbi.nlm.nih.gov/27899629/,2017.0,4.0,"Agency for Science, Technology and Research (A*STAR), Singapore","1.2991735192438922, 103.7863205173413",1.299173519,103.7863205,53,48.39622641509435,0.0,0.0,0.0
367,186,Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22.0,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016.0,8.0,"Cornell University , Ithaca","42.45398715515518, -76.47260151129899",42.45398716,-76.47260151,61,57.786885245901644,0.9312,0.9312,0.9312
368,186,Three-Dimensional Mechanical Loading Modulates the Osteogenic Response of Mesenchymal Stem Cells to Tumor-Derived Soluble Signals,"Lynch, Maureen E., Aaron E. Chiou, Min Joon Lee, Stephen C. Marcott, Praveen V. Polamraju, Yeonkyung Lee, and Claudia Fischbach. ""Three-dimensional mechanical loading modulates the osteogenic response of mesenchymal stem cells to tumor-derived soluble signals."" Tissue Engineering Part A 22, no. 15-16 (2016): 1006-1015.",22.0,https://pubmed.ncbi.nlm.nih.gov/27401765/,2016.0,8.0,"University of Massachusetts Amherst , Amherst, Massachusetts","42.38736172296981, -72.53159648578766",42.38736172,-72.53159649,61,57.786885245901644,1.0,1.0,1.0
297,148,Tissue Engineering the Human Auricle by Auricular Chondrocyte-mesenchymal Stem Cell Co-implantation,"Cohen, Benjamin P., Jaime L. Bernstein, Kerry A. Morrison, Jason A. Spector, and Lawrence J. Bonassar. ""Tissue engineering the human auricle by auricular chondrocyte-mesenchymal stem cell co-implantation."" PloS one 13, no. 10 (2018): e0202356.",22.0,https://pubmed.ncbi.nlm.nih.gov/30356228/,2018.0,10.0,"Weill Cornell Medical College, New York, New York","40.76598738982897, -73.95386706615011",40.76598739,-73.95386707,35,11.57142857142857,0.8632,0.8632,0.8632
296,148,Tissue Engineering the Human Auricle by Auricular Chondrocyte-mesenchymal Stem Cell Co-implantation,"Cohen, Benjamin P., Jaime L. Bernstein, Kerry A. Morrison, Jason A. Spector, and Lawrence J. Bonassar. ""Tissue engineering the human auricle by auricular chondrocyte-mesenchymal stem cell co-implantation."" PloS one 13, no. 10 (2018): e0202356.",22.0,https://pubmed.ncbi.nlm.nih.gov/30356228/,2018.0,10.0,"Cornell University, Ithaca, New York","42.45373384437404, -76.47105655901252",42.45373384,-76.47105656,35,11.57142857142857,0.9932,0.9932,0.9932
353,176,Deformability of Human Mesenchymal Stem Cells Is Dependent on Vimentin Intermediate Filaments,"Sharma, Poonam, Zachary T. Bolten, Diane R. Wagner, and Adam H. Hsieh. ""Deformability of human mesenchymal stem cells is dependent on vimentin intermediate filaments."" Annals of biomedical engineering 45, no. 5 (2017): 1365-1374.",22.0,https://pubmed.ncbi.nlm.nih.gov/28091965/,2017.0,5.0,"University of Maryland, College Park, Maryland","38.98755176704997, -76.94379888012814",38.98755177,-76.94379888,52,47.01923076923077,0.9412,0.9412,0.9412
88,57,Hypoxic Expansion of Human Mesenchymal Stem Cells Enhances Three-Dimensional Maturation of Tissue-Engineered Intervertebral Discs,"Hudson, Katherine D., and Lawrence J. Bonassar. ""Hypoxic expansion of human mesenchymal stem cells enhances three-dimensional maturation of tissue-engineered intervertebral discs."" Tissue Engineering Part A 23, no. 7-8 (2017): 293-300.",21.0,https://pubmed.ncbi.nlm.nih.gov/27903131/,2017.0,4.0,"Cornell University , Ithaca, New York","42.45373384274314, -76.47170028914752",42.45373384,-76.47170029,53,46.509433962264154,0.8772,0.8772,0.8772
146,93,Tubulogenesis of Co-cultured Human iPS-derived Endothelial Cells and Human Mesenchymal Stem Cells in Fibrin and Gelatin Methacrylate Gels,"Calderon, G. A., P. Thai, C. W. Hsu, B. Grigoryan, S. M. Gibson, M. E. Dickinson, and J. S. Miller. ""Tubulogenesis of co-cultured human iPS-derived endothelial cells and human mesenchymal stem cells in fibrin and gelatin methacrylate gels."" Biomaterials science 5, no. 8 (2017): 1652-1660.",21.0,https://pubmed.ncbi.nlm.nih.gov/28661522/,2017.0,7.0,Rice University,"29.71828831596593, -95.4014450013275",29.71828832,-95.401445,50,42.400000000000006,0.105,0.105,0.105
331,164,Diminished Canonical β-Catenin Signaling During Osteoblast Differentiation Contributes to Osteopenia in Progeria,"Choi, Ji Young, Jim K. Lai, Zheng‐Mei Xiong, Margaret Ren, Megan C. Moorer, Joseph P. Stains, and Kan Cao. ""Diminished canonical β‐catenin signaling during osteoblast differentiation contributes to osteopenia in progeria."" Journal of Bone and Mineral Research 33, no. 11 (2018): 2059-2070.",20.0,https://pubmed.ncbi.nlm.nih.gov/30001457/,2018.0,11.0,"University of Maryland, College Park, Maryland","38.987785268134076, -76.94491467900171",38.98778527,-76.94491468,34,8.088235294117647,0.012,0.012,0.012
74,46,Rapid Selection of Mesenchymal Stem and Progenitor Cells in Primary Prostate Stromal Cultures,"Brennen, W. Nathaniel, L. Nelleke Kisteman, and John T. Isaacs. ""Rapid selection of mesenchymal stem and progenitor cells in primary prostate stromal cultures."" The Prostate 76, no. 6 (2016): 552-564.",17.0,https://pubmed.ncbi.nlm.nih.gov/26732992/,2016.0,1.0,"Johns Hopkins University School of Medicine, Baltimore, Maryland","39.29991317849294, -76.59166332145463",39.29991318,-76.59166332,68,51.32352941176471,0.9312,0.9312,0.9312
126,82,Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate,"Brennen, W. Nathaniel, Baohui Zhang, Ibrahim Kulac, L. Nelleke Kisteman, Lizamma Antony, Hao Wang, Alan K. Meeker et al. ""Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate."" Oncotarget 8, no. 29 (2017): 46710.",16.0,https://pubmed.ncbi.nlm.nih.gov/28493842/,2017.0,7.0,"Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins, Baltimore, MD","39.30330140191949, -76.5797892872777",39.3033014,-76.57978929,50,33.9,0.111,0.111,0.111
366,185,Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16.0,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016.0,9.0,"Case Western Reserve University , Cleveland","41.504598085469645, -81.60563725211887",41.50459809,-81.60563725,60,43.24999999999999,0.0,0.0,0.0
365,185,Growth Factor Dose Tuning for Bone Progenitor Cell Proliferation and Differentiation on Resorbable Poly(propylene fumarate) Scaffolds,"Mishra, Ruchi, Ryan S. Sefcik, Tyler J. Bishop, Stefani M. Montelone, Nisha Crouser, Jean F. Welter, Arnold I. Caplan, and David Dean. ""Growth factor dose tuning for bone progenitor cell proliferation and differentiation on resorbable poly (propylene fumarate) scaffolds."" Tissue Engineering Part C: Methods 22, no. 9 (2016): 904-913.",16.0,https://pubmed.ncbi.nlm.nih.gov/27558310/,2016.0,9.0,"The Ohio State University , Columbus, Ohio","40.007132176567666, -83.02835178300128",40.00713218,-83.02835178,60,43.24999999999999,0.0,0.0,0.0
127,82,Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate,"Brennen, W. Nathaniel, Baohui Zhang, Ibrahim Kulac, L. Nelleke Kisteman, Lizamma Antony, Hao Wang, Alan K. Meeker et al. ""Mesenchymal stem cell infiltration during neoplastic transformation of the human prostate."" Oncotarget 8, no. 29 (2017): 46710.",16.0,https://pubmed.ncbi.nlm.nih.gov/28493842/,2017.0,7.0,"David Geffen School of Medicine at UCLA, Los Angeles, CA","34.064886962737134, -118.43991006309508",34.06488696,-118.4399101,50,33.9,0.0,0.0,0.0
338,168,Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16.0,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018.0,10.0,"The Gladstone Institute of Cardiovascular Disease , San Francisco, California.","37.76856176696448, -122.39299711421748",37.76856177,-122.3929971,35,9.857142857142858,0.144,0.144,0.144
340,168,Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16.0,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018.0,10.0,"Informazione e Bioingegneria, Politecnico di Milano , Milan, Italy","45.47924119630134, 9.234695381260915",45.4792412,9.234695381,35,9.857142857142858,0.0,0.0,0.0
341,168,Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16.0,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018.0,10.0,"Case Western Reserve University , Cleveland, Ohio","41.50488733951147, -81.60482186063436",41.50488734,-81.60482186,35,9.857142857142858,0.045,0.045,0.045
337,168,Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16.0,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018.0,10.0,"Worcester Polytechnic Institute , Worcester, Massachusetts","42.274840992456404, -71.80654926593252",42.27484099,-71.80654927,35,9.857142857142858,0.0,0.0,0.0
339,168,Assembly of Tissue-Engineered Blood Vessels with Spatially Controlled Heterogeneities,"Strobel, Hannah A., Tracy A. Hookway, Marco Piola, Gianfranco Beniamino Fiore, Monica Soncini, Eben Alsberg, and Marsha W. Rolle. ""Assembly of tissue-engineered blood vessels with spatially controlled heterogeneities."" Tissue Engineering Part A 24, no. 19-20 (2018): 1492-1503.",16.0,https://pubmed.ncbi.nlm.nih.gov/29724157/,2018.0,10.0,"Binghamton University , Binghamton, New York.","42.08987433174059, -75.9684585654662",42.08987433,-75.96845857,35,9.857142857142858,0.048,0.048,0.048
309,155,"US Army Institute of Surgical Research, JBSA Fort Sam Houston, Texas","Etter, Jennifer N., Michael Karasinski, Jesse Ware, and Rachael A. Oldinski. ""Dual-crosslinked homogeneous alginate microspheres for mesenchymal stem cell encapsulation."" Journal of Materials Science: Materials in Medicine 29, no. 9 (2018): 1-10.",15.0,https://pubmed.ncbi.nlm.nih.gov/30151747/,2018.0,8.0,"University of Vermont, Burlington, VT","44.47818929743196, -73.19556251021231",44.4781893,-73.19556251,37,13.64864864864865,0.063,0.063,0.063
329,163,"A Fluidic Culture Platform for Spatially Patterned Cell Growth, Differentiation, and Cocultures","Lembong, Josephine, Max J. Lerman, Tami J. Kingsbury, Curt I. Civin, and John P. Fisher. ""A fluidic culture platform for spatially patterned cell growth, differentiation, and cocultures."" Tissue Engineering Part A 24, no. 23-24 (2018): 1715-1732.",15.0,https://pubmed.ncbi.nlm.nih.gov/29845891/,2018.0,12.0,"University of Maryland, College Park, Maryland","38.987785268134076, -76.94491467900171",38.98778527,-76.94491468,33,5.0,0.003,0.003,0.003
330,163,"A Fluidic Culture Platform for Spatially Patterned Cell Growth, Differentiation, and Cocultures","Lembong, Josephine, Max J. Lerman, Tami J. Kingsbury, Curt I. Civin, and John P. Fisher. ""A fluidic culture platform for spatially patterned cell growth, differentiation, and cocultures."" Tissue Engineering Part A 24, no. 23-24 (2018): 1715-1732.",15.0,https://pubmed.ncbi.nlm.nih.gov/29845891/,2018.0,12.0,"National Institute of Standards and Technology, Gaithersburg, Maryland","39.14052901168499, -77.21716717491663",39.14052901,-77.21716717,33,5.0,0.039,0.039,0.039
154,100,Physical confinement alters cytoskeletal contributions towards human mesenchymal stem cell migration,"Doolin, Mary T., and Kimberly M. Stroka. ""P hysical confinement alters cytoskeletal contributions towards human mesenchymal stem cell migration."" Cytoskeleton 75, no. 3 (2018): 103-117.",15.0,https://pubmed.ncbi.nlm.nih.gov/29316327/,2018.0,3.0,"University of Maryland, College Park, Maryland","38.98735162104913, -76.94397054159174",38.98735162,-76.94397054,42,22.142857142857146,0.141,0.141,0.141
73,45, Identification of Predictive Gene Markers for Multipotent Stromal Cell Proliferation,"Bellayr, Ian H., Ross A. Marklein, Jessica L. Lo Surdo, Steven R. Bauer, and Raj K. Puri. ""Identification of predictive gene markers for multipotent stromal cell proliferation."" Stem cells and development 25, no. 11 (2016): 861-873.",15.0,https://pubmed.ncbi.nlm.nih.gov/27036644/,2016.0,6.0,"US Food and Drug Administration, Silver Spring, Maryland","39.03616503850735, -76.98049559939903",39.03616504,-76.9804956,63,43.095238095238095,0.078,0.078,0.078
334,166,Deciphering the Role of Substrate Stiffness in Enhancing the Internalization Efficiency of Plasmid DNA in Stem Cells Using Lipid-based Nanocarriers,"Modaresi, Saman, Settimio Pacelli, Jonathan Whitlow, and Arghya Paul. ""Deciphering the role of substrate stiffness in enhancing the internalization efficiency of plasmid DNA in stem cells using lipid-based nanocarriers."" Nanoscale 10, no. 19 (2018): 8947-8952.",14.0,https://pubmed.ncbi.nlm.nih.gov/29693099/,2018.0,5.0,"University of Kansas, Lawrence, KS","38.95464393091953, -95.257169426168",38.95464393,-95.25716943,40,18.125,0.9832,0.9832,0.9832
145,92,Material Viscoelastic Properties Modulate the Mesenchymal Stem Cell Secretome for Applications in Hematopoietic Recovery,"Liu, Frances D., Novalia Pishesha, Zhiyong Poon, Tanwi Kaushik, and Krystyn J. Van Vliet. ""Material viscoelastic properties modulate the mesenchymal stem cell secretome for applications in hematopoietic recovery."" ACS Biomaterials Science & Engineering 3, no. 12 (2017): 3292-3306.",14.0,https://pubs.acs.org/doi/abs/10.1021/acsbiomaterials.7b00644,2017.0,10.0,"Singapore−MIT Alliance for Research and Technology, CREATE, Singapore","1.2992185495878086, 103.77421997575927",1.29921855,103.77422,47,27.340425531914896,0.9472,0.9472,0.9472
78,49,Further Observations on the Behavioral and Neural Effects of Bone Marrow Stromal Cells in Rodent Pain Models,"Guo, Wei, Yu-Xia Chu, Satoshi Imai, Jia-Le Yang, Shiping Zou, Zaid Mohammad, Feng Wei, Ronald Dubner, and Ke Ren. ""Further observations on the behavioral and neural effects of bone marrow stromal cells in rodent pain models."" Molecular pain 12 (2016): 1744806916658043.",14.0,https://pubmed.ncbi.nlm.nih.gov/27329776/,2016.0,6.0,University of Maryland School of Denstistry,"39.289935519141046, -76.6222742691396",39.28993552,-76.62227427,63,40.71428571428571,0.9172,0.9172,0.9172
144,92,Material Viscoelastic Properties Modulate the Mesenchymal Stem Cell Secretome for Applications in Hematopoietic Recovery,"Liu, Frances D., Novalia Pishesha, Zhiyong Poon, Tanwi Kaushik, and Krystyn J. Van Vliet. ""Material viscoelastic properties modulate the mesenchymal stem cell secretome for applications in hematopoietic recovery."" ACS Biomaterials Science & Engineering 3, no. 12 (2017): 3292-3306.",14.0,https://pubs.acs.org/doi/abs/10.1021/acsbiomaterials.7b00644,2017.0,10.0,"Massachusetts Institute of Technology, Cambridge, Massachusetts","42.360344356184285, -71.0914563670104",42.36034436,-71.09145637,47,27.340425531914896,0.9672,0.9672,0.9672
294,146,Efficient Nonviral Transfection of Human Bone Marrow Mesenchymal Stromal Cells Shown Using Placental Growth Factor Overexpression,"Cheung, Winston Y., Owen Hovey, Jonathan M. Gobin, Gauri Muradia, Jelica Mehic, Carole Westwood, and Jessie R. Lavoie. ""Efficient nonviral transfection of human bone marrow mesenchymal stromal cells shown using placental growth factor overexpression."" Stem cells international 2018 (2018).",13.0,https://www.hindawi.com/journals/sci/2018/1310904/,2018.0,12.0,"Health Canada, Ottawa, Ontario, Canada","45.394280620038735, -75.71127190408848",45.39428062,-75.7112719,33,5.0,0.8592,0.8592,0.8592
304,152,Skin Grafting on 3D Bioprinted Cartilage Constructs In Vivo,"Apelgren, Peter, Matteo Amoroso, Karin Säljö, Anders Lindahl, Camilla Brantsing, Linnéa Stridh Orrhult, Paul Gatenholm, and Lars Kölby. ""Skin grafting on 3D bioprinted cartilage constructs in vivo."" Plastic and Reconstructive Surgery Global Open 6, no. 9 (2018).",13.0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6191239/,2018.0,9.0,"Sahlgrenska University Hospital, Göteborg, Sweden","57.682550443441876, 11.964950833601478",57.68255044,11.96495083,36,10.833333333333336,0.0,0.0,0.0
